0,03037    0,000001666
0,03206    0,000001263
0,03391    9,440e-7
0,03560    7,344e-7
0,03796    5,491e-7
0,04024    4,216e-7
0,04159    3,598e-7
0,04285    3,111e-7
0,04453    2,951e-7
0,04580    2,836e-7
0,04731    2,690e-7
0,04874    2,551e-7
0,05060    2,551e-7
0,05304    2,551e-7
0,05573    2,690e-7
0,05758    2,690e-7
0,06070    3,111e-7
0,06440    3,743e-7
0,06742    4,445e-7
0,07222    6,023e-7
0,07684    8,056e-7
0,08130    0,000001077
0,08467    0,000001385
0,08778    0,000001711
0,09173    0,000002229
0,09602    0,000002903
0,09905    0,000003447
0,1009    0,000003934
