0,03063    0,000001873
0,03203    0,000001581
0,03342    0,000001322
0,03510    0,000001126
0,03692    9,588e-7
0,03894    8,237e-7
0,04090    7,465e-7
0,04342    6,825e-7
0,04594    6,641e-7
0,04888    6,696e-7
0,05112    7,060e-7
0,05365    7,852e-7
0,05589    8,890e-7
0,05856    0,000001110
0,06080    0,000001350
0,06361    0,000001746
0,06641    0,000002384
0,06936    0,000003401
0,07217    0,000004684
0,07442    0,000006282
0,07645    0,000008057
0,07863    0,00001052
0,08144    0,00001542
0,08368    0,00002031
0,08607    0,00002798
0,08930    0,00004325
0,09232    0,00006453
0,09527    0,00009628
0,09780    0,0001350
0,1009    0,0001996
