0,03040    0,000002419
0,03152    0,000001973
0,03292    0,000001564
0,03411    0,000001304
0,03565    0,000001056
0,03719    8,675e-7
0,03901    7,076e-7
0,04097    5,857e-7
0,04273    5,027e-7
0,04511    4,315e-7
0,04679    3,955e-7
0,04882    3,651e-7
0,05036    3,572e-7
0,05232    3,572e-7
0,05519    3,677e-7
0,05701    3,898e-7
0,05918    4,222e-7
0,06100    5,027e-7
0,06394    6,874e-7
0,06611    8,675e-7
0,06940    0,000001230
0,07276    0,000001848
0,07584    0,000002758
0,07970    0,000004489
0,08278    0,000006895
0,08537    0,000009992
0,08838    0,00001546
0,09132    0,00002374
0,09426    0,00003647
0,09720    0,00005561
0,1006    0,00008922
